% Model:              AluminaWithRodsOriginalRotated.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 9 2026, 17:50
% Dimension:          3
% Nodes:              527
% Expressions:        4
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        mm
% X                       Y                        Z                        V (V)                    es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0                         0                        140.78823651576002       -0.47780763168985535     0.2290275093435845       -3.1876323377767264      6.983177941108256
0                         0                        142.70580636596895       -0.4911035750375901      1.612736189282046        -5.600288761922073       6.8843151739780595
0                         0                        141.30681136843396       -0.4814219999076712      0.6032284933466912       -3.8400951148524243      6.956442151069668
0                         0                        141.3853022298065        -0.48196785822983895     0.6598671008869168       -3.938851090237904       6.952395454283707
0                         0                        141.92813474332576       -0.4857342485586133      1.0515722899457245       -4.62183447717139        6.924409029502932
0                         0                        140.064798093644         -0.4727422411303523      -0.29300198750828166     -2.2774134185536994      7.020475734589314
0                         0                        140.77080016729911       -0.4776858627286786      0.21644552871372724      -3.1656941965803114      6.984076894362667
0                         0                        139.8928185981398        -0.47154700077717693     0.015439104640712742     -2.524343126466114       7.069074802863481
0                         0                        139.25634877916275       -0.46676703523726193     0.8442408202347824       -3.389883727824465       7.951167783335768
0                         0                        136.96928356561875       -0.4569023600348132      3.1739328471403456       -8.349611068298069       2.7290696057306647
0                         0                        137.23068306287155       -0.4576630672418223      2.784575071862709        -7.687852164699166       3.091195658770048
0                         0                        138.11281617239078       -0.460928918875577       1.470626924942728        -5.454644199424841       4.313246139213838
0                         0                        138.47405089700237       -0.46257739974851575     0.9325633471394958       -4.540142458552509       4.8136774958888395
0                         0                        138.63561516689634       -0.46337319875662625     0.6919113743875407       -4.131126392227102       5.037498245292625
0                         0                        137.67409024875002       -0.459169910988175       2.12411459948167         -6.565322640891402       3.7054634588193487
0                         0                        138.82463887658307       -0.46435015435885313     0.4103582273775217       -3.6525940148082157      5.299359536684207
0                         0                        135.82575095884673       -0.45468735871497024     7.224810386156548        -1.4576607030091964      -8.985062844223535
0                         0                        133.97303394734794       -0.4536002485018498      4.0916995041283535       -6.8468626671040145      -0.2682241593573783
0                         0                        134.34012951556988       -0.45356397308972163     4.347952458016521        -7.353379329942211       0.0705894545635033
0                         0                        132.14019091830633       -0.4556421131367939      2.812273978834586        -4.317914853669251       -1.959860409359493
0                         0                        132.85450807229302       -0.4544776203002326      3.3109067507002443       -5.303526155919265       -1.3005760230069328
0                         0                        132.12031693584908       -0.45568124564084306     2.7984008429237903       -4.290492830242698       -1.9782032508488712
0                         0                        133.9489921391914        -0.45360696383429533     4.074916996001723        -6.813689898238949       -0.29041372690283057
0                         0                        133.95918798909747       -0.4536040507927135      4.082034261591438        -6.827758081884466       -0.2810033905961735
0                         0                        133.34049411275942       -0.45395455168369403     3.650151811655758        -5.974087308687466       -0.8520315541018135
0                         0                        131.3688866290162        -0.45742830034650345     2.2607461225761085       -3.243201811403509       -2.6490757178724325
0                         0                        132.0926250193482        -0.4557363797614918      2.7790703578499922       -4.252283659803595       -2.0037617133263197
0                         0                        133.96936332049933       -0.4536012392703855      4.08913720413342         -6.841797954198706       -0.27161199199715724
0                         0                        130.55090964595212       -0.45911193335435896     2.0973222140343637       -3.3139539985652675      -1.2019181624625332
0                         0                        131.08450364154993       -0.4581232411119968      2.174424557344622        -3.274218509620866       -2.238282500600085
0                         0                        130.0498603865617        -0.4597379959357484      2.405365917125181        -4.051537212575369       -1.2970879518296528
0                         0                        130.05765674407343       -0.45972788914696117     2.4005727380245183       -4.040060372078557       -1.2956071040121913
0                         0                        128.60043082569206       -0.46181755193935803     3.296471214522154        -6.185209489205642       -1.5723940288772695
0                         0                        128.8414240798177        -0.46144413125792394     3.148309226395392        -5.830448803302269       -1.5266195330483268
0                         0                        129.5756702358221        -0.46037441698050124     2.6968967142782567       -4.7495817438854395      -1.3871560956699156
0                         0                        129.8222818657117        -0.4600381040033599      2.5452805642237415       -4.386550374858935       -1.3403144400198954
0                         0                        129.25661442560437       -0.4608266648666429      2.8930513466425793       -5.219256542397847       -1.4477578702174654
0                         0                        130.06848158971766       -0.45971387552842874     2.3939176527705754       -4.024125363111246       -1.2935510221787325
0                         0                        127.625191415562         -0.46344133823092976     3.957458266488114        -7.955950780745951       -1.7604078308351079
0                         0                        126.09968520374701       -0.4656819138674726      3.269115226489806        -7.326507356107641       -1.2582866209633146
0                         0                        126.39658419086634       -0.46529616898437137     3.412195615544835        -7.4440844211747645      -1.3402057945475185
0                         0                        125.02895677240575       -0.4668710338992227      2.7531140032622474       -6.902480626806465       -0.9628555415933793
